handcard1,handcard2,samesuit,preflopfirstactioninnumber,Id
Q,T,0,2,1337
Q,J,0,0,1338
K,Q,0,2,1339
A,5,0,2,1340
8,8,0,2,1341
5,7,0,2,1342
4,2,1,2,1343
6,8,0,2,1344
3,A,0,2,1345
2,5,1,0,1346
4,K,0,2,1347
6,Q,0,0,1348
6,5,0,2,1349
A,3,0,2,1350
A,K,0,2,1351
K,3,1,0,1352
Q,3,0,2,1353
7,J,1,2,1354
2,K,0,0,1355
K,J,0,2,1356
T,9,0,0,1357
7,T,0,2,1358
Q,K,0,2,1359
4,7,0,0,1360
5,T,0,0,1361
3,3,0,2,1362
A,8,0,2,1363
J,K,1,2,1364
3,6,0,0,1365
Q,8,0,2,1366
5,T,1,2,1367
9,A,0,0,1368
6,4,0,2,1369
T,8,0,2,1370
5,A,0,2,1371
2,T,0,0,1372
6,T,0,2,1373
J,T,0,0,1374
J,T,0,0,1375
7,7,0,2,1376
6,4,1,2,1377
3,6,0,0,1378
6,6,0,2,1379
7,Q,1,0,1380
8,7,0,0,1381
J,2,0,0,1382
K,K,0,2,1383
5,Q,1,0,1384
Q,T,0,0,1385
A,J,0,2,1386
5,3,0,0,1387
Q,4,0,2,1388
2,5,0,0,1389
3,K,0,2,1390
3,A,0,2,1391
9,8,0,2,1392
Q,6,0,2,1393
2,Q,0,0,1394
4,Q,0,2,1395
J,2,0,0,1396
K,3,0,2,1397
A,Q,0,2,1398
2,5,1,0,1399
Q,T,0,2,1400
2,2,0,2,1401
9,8,0,0,1402
T,2,0,0,1403
A,J,0,2,1404
9,7,0,2,1405
4,2,1,2,1406
3,5,0,0,1407
A,J,0,2,1408
4,3,0,2,1409
A,Q,1,2,1410
Q,4,0,2,1411
7,3,1,2,1412
9,6,0,0,1413
T,7,1,2,1414
K,J,0,2,1415
9,8,0,0,1416
7,K,0,2,1417
K,9,1,2,1418
5,8,0,2,1419
3,A,0,2,1420
K,7,0,2,1421
2,2,0,2,1422
7,4,1,2,1423
J,8,0,2,1424
9,T,0,2,1425
Q,9,0,2,1426
5,9,0,0,1427
T,A,0,2,1428
K,7,1,2,1429
7,9,0,2,1430
9,6,0,2,1431
5,2,1,2,1432
6,5,1,2,1433
J,5,0,2,1434
J,T,1,2,1435
2,2,0,0,1436
K,T,0,2,1437
4,7,1,2,1438
K,7,1,2,1439
7,3,0,0,1440
A,4,0,2,1441
9,K,1,2,1442
K,6,0,2,1443
T,7,1,0,1444
8,K,0,2,1445
T,3,0,0,1446
4,8,0,0,1447
2,A,1,2,1448
T,Q,0,2,1449
T,A,0,2,1450
T,T,0,2,1451
A,2,0,2,1452
A,9,0,0,1453
9,6,1,2,1454
8,A,0,2,1455
8,7,0,2,1456
K,6,0,2,1457
6,T,0,2,1458
J,6,0,2,1459
Q,T,1,2,1460
7,K,0,2,1461
K,T,1,2,1462
J,Q,0,0,1463
7,A,0,0,1464
4,K,0,2,1465
2,9,1,2,1466
T,3,0,0,1467
2,7,1,2,1468
7,8,0,0,1469
J,8,0,2,1470
A,Q,1,2,1471
4,4,0,0,1472
K,3,0,0,1473
2,A,1,0,1474
Q,8,0,2,1475
Q,A,1,2,1476
A,T,0,2,1477
J,K,0,2,1478
8,8,0,2,1479
9,8,1,2,1480
T,7,0,2,1481
2,J,0,0,1482
9,5,0,0,1483
T,4,0,0,1484
3,Q,0,0,1485
J,4,1,0,1486
5,3,1,2,1487
5,A,0,2,1488
Q,4,0,2,1489
Q,4,0,0,1490
A,9,0,0,1491
A,4,1,2,1492
J,J,0,0,1493
A,3,1,0,1494
2,4,1,2,1495
J,T,0,2,1496
K,A,1,0,1497
K,3,0,2,1498
K,6,0,2,1499
5,9,0,0,1500
9,K,1,2,1501
4,Q,0,0,1502
K,9,0,0,1503
2,A,1,2,1504
7,Q,0,0,1505
4,T,0,0,1506
8,6,0,2,1507
7,J,0,2,1508
T,9,0,2,1509
Q,9,0,2,1510
3,6,0,0,1511
Q,4,1,2,1512
8,9,1,2,1513
4,3,0,0,1514
7,Q,0,2,1515
4,4,0,2,1516
Q,K,1,2,1517
3,K,0,0,1518
Q,T,0,2,1519
7,A,1,2,1520
T,A,0,2,1521
A,7,0,0,1522
T,5,1,2,1523
Q,6,0,2,1524
7,5,0,0,1525
8,4,0,0,1526
J,7,0,2,1527
K,A,0,2,1528
4,J,0,0,1529
3,7,1,2,1530
8,A,0,2,1531
5,4,0,2,1532
8,6,0,2,1533
3,A,0,2,1534
J,K,1,2,1535
J,4,0,2,1536
5,8,0,0,1537
3,K,1,2,1538
5,8,0,0,1539
2,2,0,2,1540
4,A,1,2,1541
5,8,0,0,1542
6,T,1,2,1543
J,4,0,0,1544
4,8,0,0,1545
9,T,0,0,1546
Q,A,0,2,1547
J,5,0,2,1548
4,3,1,0,1549
9,4,1,2,1550
8,K,0,2,1551
7,6,0,0,1552
7,J,1,0,1553
J,3,0,0,1554
7,K,0,2,1555
7,8,0,2,1556
2,K,1,0,1557
K,6,1,0,1558
7,J,0,2,1559
K,5,0,0,1560
8,6,0,2,1561
4,4,0,2,1562
9,A,0,0,1563
T,5,1,2,1564
8,A,0,2,1565
7,2,1,0,1566
K,2,1,2,1567
7,9,0,2,1568
3,J,0,0,1569
J,8,0,2,1570
4,J,1,0,1571
4,6,0,2,1572
2,T,1,2,1573
6,Q,0,2,1574
Q,4,0,2,1575
7,4,0,0,1576
5,K,0,2,1577
K,6,0,2,1578
Q,K,0,2,1579
6,A,0,2,1580
4,K,0,2,1581
K,Q,0,2,1582
5,A,0,2,1583
J,2,0,0,1584
2,K,0,2,1585
A,6,1,2,1586
J,2,1,2,1587
7,A,0,2,1588
J,K,0,2,1589
6,J,0,2,1590
K,9,0,0,1591
K,K,0,2,1592
T,8,0,2,1593
4,8,1,2,1594
K,7,0,2,1595
5,9,0,0,1596
5,9,0,0,1597
T,7,0,2,1598
K,J,0,2,1599
6,J,0,2,1600
Q,4,0,0,1601
A,J,0,2,1602
K,4,1,2,1603
7,T,1,2,1604
A,6,0,2,1605
2,A,1,2,1606
T,7,0,2,1607
3,3,0,0,1608
8,Q,0,2,1609
K,A,0,2,1610
K,8,0,2,1611
K,4,0,2,1612
8,2,1,2,1613
9,T,0,2,1614
Q,2,0,0,1615
3,A,0,2,1616
5,J,0,2,1617
7,2,1,0,1618
6,7,0,0,1619
J,9,0,0,1620
6,K,0,2,1621
6,K,0,2,1622
T,9,0,0,1623
Q,4,0,2,1624
5,Q,1,2,1625
J,3,0,0,1626
4,Q,1,2,1627
Q,3,0,0,1628
7,6,0,2,1629
T,2,0,0,1630
6,9,1,0,1631
T,4,0,0,1632
5,K,1,2,1633
K,6,0,2,1634
Q,K,0,2,1635
6,8,0,0,1636
3,J,0,0,1637
Q,5,1,2,1638
9,J,0,2,1639
8,7,0,0,1640
5,2,1,2,1641
A,3,0,2,1642
T,4,1,2,1643
K,Q,0,2,1644
7,9,0,2,1645
5,Q,0,2,1646
T,9,1,2,1647
8,A,0,2,1648
9,5,0,0,1649
7,Q,0,2,1650
7,K,1,0,1651
J,8,0,2,1652
T,5,0,0,1653
6,9,0,0,1654
7,3,1,2,1655
2,A,0,2,1656
5,6,1,2,1657
6,8,1,0,1658
2,4,1,2,1659
T,7,1,0,1660
J,A,1,2,1661
5,6,1,2,1662
4,K,0,0,1663
4,J,1,2,1664
T,4,0,0,1665
8,5,0,2,1666
K,8,0,2,1667
3,7,1,2,1668
7,A,0,0,1669
9,A,0,0,1670
3,3,0,2,1671
6,J,0,0,1672
4,K,0,0,1673
T,5,1,2,1674
6,4,0,2,1675
9,6,0,2,1676
7,8,0,2,1677
5,J,0,2,1678
7,K,1,0,1679
5,J,0,2,1680
T,T,0,2,1681
J,T,0,0,1682
4,A,0,2,1683
8,9,0,0,1684
3,5,0,2,1685
A,2,0,2,1686
2,A,0,2,1687
3,K,1,0,1688
A,J,1,2,1689
4,J,0,2,1690
K,J,1,0,1691
6,4,0,2,1692
A,6,0,2,1693
7,6,1,2,1694
T,4,0,0,1695
A,3,0,2,1696
J,T,0,2,1697
9,6,0,2,1698
A,4,0,2,1699
3,6,0,0,1700
J,3,1,2,1701
Q,T,0,2,1702
A,9,0,0,1703
Q,T,0,0,1704
K,J,0,2,1705
5,T,0,0,1706
6,T,0,2,1707
K,K,0,2,1708
8,5,1,2,1709
Q,A,0,2,1710
6,9,0,2,1711
6,T,0,0,1712
3,T,0,0,1713
K,6,0,2,1714
4,6,1,2,1715
K,3,0,2,1716
K,4,0,2,1717
8,T,0,2,1718
Q,Q,0,2,1719
9,Q,0,2,1720
K,2,0,0,1721
A,K,1,2,1722
9,T,1,2,1723
K,4,0,2,1724
T,4,0,0,1725
5,K,0,2,1726
6,J,0,2,1727
4,7,1,2,1728
8,A,1,2,1729
2,2,0,2,1730
Q,J,1,2,1731
8,4,0,0,1732
Q,8,0,2,1733
K,T,0,2,1734
6,J,0,2,1735
T,J,0,2,1736
7,6,0,2,1737
8,K,0,0,1738
6,K,0,2,1739
Q,2,0,0,1740
5,Q,0,2,1741
4,T,1,2,1742
T,2,0,0,1743
3,J,1,2,1744
4,7,0,0,1745
7,9,0,2,1746
7,7,0,2,1747
Q,K,0,0,1748
J,9,1,2,1749
7,Q,1,2,1750
T,7,1,0,1751
2,5,0,0,1752
9,4,0,0,1753
3,4,0,2,1754
4,7,0,0,1755
Q,4,0,2,1756
4,Q,0,2,1757
5,A,0,0,1758
5,Q,0,2,1759
Q,9,0,2,1760
6,4,0,0,1761
T,3,0,0,1762
Q,7,0,2,1763
3,4,1,2,1764
K,T,0,0,1765
2,J,0,0,1766
J,3,0,0,1767
K,6,1,2,1768
9,Q,0,2,1769
4,4,0,2,1770
T,A,0,2,1771
J,8,0,2,1772
T,3,1,2,1773
8,J,0,2,1774
Q,5,0,2,1775
2,2,0,0,1776
5,4,1,2,1777
6,6,0,0,1778
3,5,0,2,1779
J,2,0,0,1780
2,K,0,0,1781
5,J,0,0,1782
4,T,0,0,1783
8,7,0,2,1784
K,4,0,0,1785
A,K,0,2,1786
A,7,0,2,1787
9,K,0,2,1788
9,6,0,2,1789
Q,T,0,0,1790
4,4,0,2,1791
4,4,0,2,1792
9,8,0,2,1793
K,A,0,2,1794
7,8,1,2,1795
8,5,0,2,1796
3,Q,0,0,1797
8,7,0,2,1798
8,J,1,2,1799
3,Q,0,0,1800
4,T,0,2,1801
A,T,1,2,1802
Q,T,0,2,1803
A,A,0,2,1804
8,9,1,2,1805
3,K,0,0,1806
K,J,0,2,1807
8,6,0,2,1808
T,6,0,2,1809
3,5,0,2,1810
5,K,1,2,1811
T,2,0,0,1812
2,J,0,0,1813
K,8,0,2,1814
T,T,0,2,1815
T,9,0,2,1816
T,K,1,2,1817
4,4,0,2,1818
9,T,0,2,1819
K,3,0,2,1820
7,A,0,2,1821
A,4,1,2,1822
2,6,1,2,1823
8,5,0,2,1824
6,A,0,2,1825
3,4,0,2,1826
6,9,0,2,1827
4,8,0,0,1828
K,K,0,2,1829
K,Q,0,2,1830
8,9,0,0,1831
J,5,0,0,1832
Q,3,0,2,1833
3,Q,0,2,1834
K,2,0,2,1835
7,5,1,2,1836
J,J,0,2,1837
7,7,0,2,1838
K,7,1,0,1839
6,8,0,2,1840
3,A,0,2,1841
6,8,0,2,1842
8,A,0,2,1843
3,J,1,2,1844
T,T,0,0,1845
A,J,0,0,1846
A,J,0,2,1847
6,5,0,2,1848
7,K,1,0,1849
J,9,0,2,1850
A,4,1,2,1851
J,9,0,2,1852
A,7,0,0,1853
K,A,0,2,1854
Q,9,0,2,1855
5,Q,0,2,1856
Q,J,0,0,1857
3,6,0,0,1858
T,8,0,2,1859
5,9,0,0,1860
8,A,0,0,1861
T,9,1,2,1862
3,4,0,0,1863
J,5,0,2,1864
J,7,1,2,1865
K,6,1,0,1866
A,8,0,0,1867
6,K,0,2,1868
4,6,0,0,1869
K,6,0,0,1870
4,6,0,2,1871
6,J,0,2,1872
K,J,0,2,1873
3,J,0,0,1874
5,K,0,2,1875
J,T,0,0,1876
J,4,1,2,1877
9,7,0,2,1878
K,4,1,2,1879
7,K,1,0,1880
J,8,0,2,1881
2,J,0,0,1882
7,8,1,2,1883
5,6,1,2,1884
K,T,0,0,1885
8,6,0,0,1886
Q,J,0,2,1887
9,9,0,2,1888
J,A,0,2,1889
7,J,1,2,1890
9,5,0,0,1891
K,Q,0,2,1892
6,6,0,2,1893
J,6,0,2,1894
6,K,0,2,1895
Q,T,0,2,1896
7,8,0,0,1897
J,5,0,2,1898
9,8,1,2,1899
2,A,1,0,1900
K,6,0,2,1901
K,T,0,0,1902
J,K,0,2,1903
K,3,0,2,1904
5,4,0,2,1905
T,3,0,0,1906
6,J,0,2,1907
Q,3,0,0,1908
4,5,0,2,1909
A,3,0,2,1910
Q,9,0,0,1911
K,9,1,2,1912
8,7,1,2,1913
K,9,0,2,1914
7,3,0,0,1915
A,J,0,2,1916
